Ticket ID,Customer Query,Summary,Assigned Department,Action Type,Priority,Sentiment,Timestamp,Resolution_Steps,Resolution_Time_Actual
T11304,"The app shows an error code 101 whenever I try to submit a form, what does it mean and how can I fix it?","The app shows an error code 101 whenever I try to submit a form, what does it mean and how can I fix...",App Support,Resolve at L1,Medium,Neutral,28-10-2024 08:11,Provided link to FAQ on error code 403. Suggested reinstallation of the mobile application.,421
T11538,"The app shows an error code 503 whenever I try to submit a form, what does it mean and how can I fix it?","The app shows an error code 503 whenever I try to submit a form, what does it mean and how can I fix...",App Support,Follow-Up,Low,Neutral,19-04-2024 13:56,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",1255
T17340,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,11-06-2024 04:39,Answered question about operating hours. Closed ticket.,1139
T12847,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Resolve at L1,Low,Negative,12-01-2024 15:26,Provided link to FAQ on error code 403. Suggested reinstallation of the mobile application.,998
T17148,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Follow-Up,High,Negative,05-10-2024 01:44,Cannot replicate user reported issue. Requested screen recording from customer.,452
T15083,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Follow-Up,Medium,Negative,27-07-2024 17:03,Cannot replicate user reported issue. Requested screen recording from customer.,439
T17660,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Follow-Up,Low,Positive,24-05-2024 16:41,Awaiting confirmation of address change from validation team. Contact customer for documentation.,1185
T13615,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,App Support,Escalate,Medium,Neutral,18-04-2024 17:50,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,328
T14608,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Escalate,High,Negative,23-04-2024 05:27,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,390
T13188,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Follow-Up,Low,Neutral,12-07-2024 18:39,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,1034
T12907,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Follow-Up,Low,Neutral,27-07-2024 03:39,Initiated account transfer process. Awaiting confirmation from new account holder's email address.,925
T12100,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Medium,Positive,10-11-2024 11:57,Completed name change on account profile. Sent confirmation email.,325
T17150,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Escalate,Low,Negative,03-02-2024 05:28,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,904
T16663,What are the recommended port forwarding settings for my new router so I can configure my devices correctly?,What are the recommended port forwarding settings for my new router so I can configure my devices co...,Technical Support,Follow-Up,High,Neutral,10-08-2024 10:16,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,92
T10319,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Escalate,Medium,Negative,22-03-2024 10:19,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,387
T10968,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Low,Positive,27-04-2024 15:44,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,816
T19231,Do you offer services in the New York region or only nationally? I am checking availability.,Do you offer services in the New York region or only nationally? I am checking availability.,General Queries,Follow-Up,Low,Neutral,09-08-2024 18:35,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,1032
T15443,What are the recommended port forwarding settings for my new router so I can configure my devices correctly?,What are the recommended port forwarding settings for my new router so I can configure my devices co...,Technical Support,Follow-Up,Medium,Neutral,06-04-2024 00:34,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,385
T12578,Please deactivate my old account and delete all associated data. I will not be returning to your services.,Please deactivate my old account and delete all associated data. I will not be returning to your ser...,Account Management,Follow-Up,High,Negative,06-01-2024 13:42,Initiated account transfer process. Awaiting confirmation from new account holder's email address.,68
T18830,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Low,Positive,31-08-2024 08:38,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,1034
T16127,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Escalate,High,Positive,26-12-2024 04:34,Urgent: Customer reported double-charge resulting in overdraft. Immediately initiate full refund process and notify finance department.,67
T11840,Please deactivate my old account and delete all associated data. I will not be returning to your services.,Please deactivate my old account and delete all associated data. I will not be returning to your ser...,Account Management,Resolve at L1,Low,Negative,09-03-2024 02:37,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,975
T16252,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Low,Positive,16-03-2024 15:39,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,1005
T17552,What are the recommended port forwarding settings for my new router so I can configure my devices correctly?,What are the recommended port forwarding settings for my new router so I can configure my devices co...,Technical Support,Follow-Up,Medium,Neutral,16-04-2024 05:35,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,346
T10178,I need a detailed copy of my invoice for the month of April.,I need a detailed copy of my invoice for the month of April.,Billing,Escalate,Low,Neutral,08-10-2024 07:36,Urgent: Customer reported double-charge resulting in overdraft. Immediately initiate full refund process and notify finance department.,1001
T12953,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,02-02-2024 03:25,Provided link to pricing page. Confirmed service availability in their city.,782
T16253,I want to cancel my subscription immediately. I've had a terrible experience with your service and customer care.,I want to cancel my subscription immediately. I've had a terrible experience with your service and c...,Account Management,Escalate,Low,Negative,08-08-2024 01:16,Customer is cancelling and requesting full data deletion under GDPR. Route to Legal and Data Compliance team immediately.,1049
T11283,"My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon as possible.","My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon a...",Billing,Resolve at L1,High,Negative,29-10-2024 09:38,Checked plan details and billing cycle. Explained fee structure. No further action required.,57
T16199,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,High,Positive,07-07-2024 14:21,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,109
T10731,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Low,Positive,02-04-2024 05:24,Completed name change on account profile. Sent confirmation email.,1270
T10500,I was overcharged by $235 this month. I need a refund immediately.,I was overcharged by $235 this month. I need a refund immediately.,Billing,Escalate,Medium,Negative,15-07-2024 14:43,Urgent: Customer reported double-charge resulting in overdraft. Immediately initiate full refund process and notify finance department.,398
T15297,I am frustrated I can't find clear pricing information on your website. This is poor transparency.,I am frustrated I can't find clear pricing information on your website. This is poor transparency.,General Queries,Resolve at L1,Low,Negative,19-08-2024 17:34,Answered question about operating hours. Closed ticket.,1033
T10553,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent support and quick response.,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent supp...,Technical Support,Escalate,High,Positive,13-06-2024 02:14,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,102
T10778,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Resolve at L1,Medium,Neutral,27-09-2024 00:46,Completed name change on account profile. Sent confirmation email.,457
T10593,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Billing,Resolve at L1,Low,Neutral,24-01-2024 04:07,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,1099
T14640,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent support and quick response.,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent supp...,Technical Support,Escalate,Medium,Positive,18-11-2024 06:57,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,333
T12649,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent support and quick response.,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent supp...,Technical Support,Escalate,High,Positive,23-07-2024 14:51,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,33
T14531,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Escalate,High,Positive,20-02-2024 19:45,Urgent: Customer reported double-charge resulting in overdraft. Immediately initiate full refund process and notify finance department.,74
T15206,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Medium,Positive,06-03-2024 16:06,Answered question about operating hours. Closed ticket.,359
T12039,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Escalate,Medium,Negative,14-09-2024 11:23,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,423
T12304,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Escalate,High,Positive,04-09-2024 11:51,Customer is a high-value lead demanding immediate quote. Assign to VP of Sales.,85
T15067,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Medium,Positive,06-10-2024 11:41,Answered question about operating hours. Closed ticket.,316
T12416,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Follow-Up,Low,Negative,16-09-2024 06:56,Cannot replicate user reported issue. Requested screen recording from customer.,976
T18842,I need to pause my subscription for three months due to travel. What is the procedure for this request?,I need to pause my subscription for three months due to travel. What is the procedure for this reque...,Account Management,Escalate,Medium,Neutral,21-02-2024 16:32,Customer is cancelling and requesting full data deletion under GDPR. Route to Legal and Data Compliance team immediately.,433
T14668,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Follow-Up,High,Positive,02-02-2024 16:26,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",58
T19671,I need to pause my subscription for three months due to travel. What is the procedure for this request?,I need to pause my subscription for three months due to travel. What is the procedure for this reque...,Account Management,Escalate,Medium,Neutral,10-01-2024 11:08,Customer is cancelling and requesting full data deletion under GDPR. Route to Legal and Data Compliance team immediately.,293
T11354,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent support and quick response.,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent supp...,Technical Support,Follow-Up,High,Positive,13-04-2024 16:06,Ran remote diagnostic on connection status. Found intermittent signal loss; scheduled Tier 2 engineer callback.,35
T15226,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Follow-Up,Low,Neutral,10-08-2024 20:52,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,945
T10092,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Escalate,High,Negative,28-09-2024 05:40,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,30
T13825,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Follow-Up,Medium,Negative,29-05-2024 04:48,Cannot replicate user reported issue. Requested screen recording from customer.,385
T16331,I need to pause my subscription for three months due to travel. What is the procedure for this request?,I need to pause my subscription for three months due to travel. What is the procedure for this reque...,Account Management,Resolve at L1,High,Neutral,04-01-2024 05:56,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,77
T13967,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Resolve at L1,High,Negative,01-06-2024 09:03,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,30
T14912,I was overcharged by $221 this month. I need a refund immediately.,I was overcharged by $221 this month. I need a refund immediately.,Billing,Escalate,High,Negative,07-08-2024 23:56,Urgent: Customer reported double-charge resulting in overdraft. Immediately initiate full refund process and notify finance department.,263
T14110,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Follow-Up,Low,Negative,19-01-2024 08:06,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,1034
T10677,I was overcharged by $235 this month. I need a refund immediately.,I was overcharged by $235 this month. I need a refund immediately.,Billing,Resolve at L1,Medium,Negative,22-11-2024 10:40,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,495
T11835,I want to cancel my subscription immediately. I've had a terrible experience with your service and customer care.,I want to cancel my subscription immediately. I've had a terrible experience with your service and c...,Account Management,Escalate,Low,Negative,23-05-2024 01:58,Customer is cancelling and requesting full data deletion under GDPR. Route to Legal and Data Compliance team immediately.,1021
T14184,What are the recommended port forwarding settings for my new router so I can configure my devices correctly?,What are the recommended port forwarding settings for my new router so I can configure my devices co...,Technical Support,Escalate,Medium,Neutral,10-06-2024 21:06,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,311
T13155,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Resolve at L1,High,Negative,15-01-2024 13:42,Provided link to FAQ on error code 403. Suggested reinstallation of the mobile application.,56
T12053,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Escalate,High,Negative,10-06-2024 02:28,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,328
T10006,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Escalate,Medium,Negative,30-08-2024 22:27,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,384
T16246,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,App Support,Follow-Up,Medium,Neutral,01-05-2024 11:51,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",326
T11021,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Resolve at L1,Medium,Positive,17-01-2024 02:05,Checked plan details and billing cycle. Explained fee structure. No further action required.,364
T10090,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Follow-Up,High,Positive,23-03-2024 18:24,Initiated account transfer process. Awaiting confirmation from new account holder's email address.,34
T10730,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Escalate,Low,Positive,11-10-2024 09:18,Customer is cancelling and requesting full data deletion under GDPR. Route to Legal and Data Compliance team immediately.,1047
T15447,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Escalate,Low,Negative,21-10-2024 18:39,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,981
T13358,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Resolve at L1,Low,Neutral,12-07-2024 19:13,Answered question about operating hours. Closed ticket.,1163
T17885,What are the recommended port forwarding settings for my new router so I can configure my devices correctly?,What are the recommended port forwarding settings for my new router so I can configure my devices co...,Technical Support,Follow-Up,Low,Neutral,17-10-2024 12:25,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,1335
T11196,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Low,Positive,12-01-2024 19:22,Completed name change on account profile. Sent confirmation email.,854
T19428,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Resolve at L1,Low,Negative,05-12-2024 02:12,Checked plan details and billing cycle. Explained fee structure. No further action required.,1082
T10672,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Follow-Up,Medium,Positive,27-01-2024 11:34,Sent required documentation for plan upgrade. Follow up in 48 hours if forms are not returned.,423
T14820,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Resolve at L1,Medium,Negative,08-11-2024 01:15,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,276
T18156,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Follow-Up,Low,Positive,20-04-2024 20:56,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,980
T14748,Do you offer services in the Paris region or only nationally? I am checking availability.,Do you offer services in the Paris region or only nationally? I am checking availability.,General Queries,Follow-Up,Low,Neutral,03-07-2024 22:09,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,1019
T11871,Please deactivate my old account and delete all associated data. I will not be returning to your services.,Please deactivate my old account and delete all associated data. I will not be returning to your ser...,Account Management,Resolve at L1,High,Negative,26-07-2024 09:33,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,47
T11427,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Follow-Up,Medium,Neutral,31-08-2024 08:59,Initiated account transfer process. Awaiting confirmation from new account holder's email address.,376
T17629,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Escalate,Medium,Negative,16-10-2024 17:46,Urgent: Customer reported double-charge resulting in overdraft. Immediately initiate full refund process and notify finance department.,360
T17320,"The app shows an error code 500 whenever I try to submit a form, what does it mean and how can I fix it?","The app shows an error code 500 whenever I try to submit a form, what does it mean and how can I fix...",App Support,Escalate,Medium,Neutral,23-07-2024 08:37,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,503
T16092,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Follow-Up,High,Positive,13-12-2024 17:47,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,94
T15376,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Follow-Up,High,Negative,19-05-2024 04:39,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,42
T11491,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Follow-Up,Medium,Negative,03-08-2024 23:02,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",422
T17458,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Escalate,High,Negative,27-07-2024 19:31,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,391
T16853,What are the recommended port forwarding settings for my new router so I can configure my devices correctly?,What are the recommended port forwarding settings for my new router so I can configure my devices co...,Technical Support,Resolve at L1,High,Neutral,24-09-2024 01:18,Provided link to password reset tool. Confirmed access restored.,61
T11971,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Resolve at L1,Medium,Negative,01-11-2024 23:31,Confirmed feature is deprecated. Directed customer to the new equivalent feature.,330
T18312,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Follow-Up,Medium,Positive,22-12-2024 15:38,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",353
T16698,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Billing,Resolve at L1,Low,Neutral,11-06-2024 07:07,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,1267
T16244,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,App Support,Follow-Up,Medium,Neutral,20-06-2024 17:11,Cannot replicate user reported issue. Requested screen recording from customer.,400
T13846,I want to cancel my subscription immediately. I've had a terrible experience with your service and customer care.,I want to cancel my subscription immediately. I've had a terrible experience with your service and c...,Account Management,Follow-Up,Medium,Negative,19-03-2024 16:01,Initiated account transfer process. Awaiting confirmation from new account holder's email address.,391
T17778,I need help configuring my email client with your server settings. Can you provide the detailed guide?,I need help configuring my email client with your server settings. Can you provide the detailed guid...,Technical Support,Follow-Up,Medium,Neutral,12-02-2024 08:48,Ran remote diagnostic on connection status. Found intermittent signal loss; scheduled Tier 2 engineer callback.,474
T10083,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent support and quick response.,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent supp...,Technical Support,Resolve at L1,Medium,Positive,20-12-2024 11:37,Sent detailed steps for clearing cache and cookies. Advised customer to restart application.,293
T10724,I need a detailed copy of my invoice for the month of June.,I need a detailed copy of my invoice for the month of June.,Billing,Escalate,Medium,Neutral,04-01-2024 06:54,Urgent: Customer reported double-charge resulting in overdraft. Immediately initiate full refund process and notify finance department.,369
T16004,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Medium,Positive,24-03-2024 12:11,Completed name change on account profile. Sent confirmation email.,342
T18007,"The app shows an error code 101 whenever I try to submit a form, what does it mean and how can I fix it?","The app shows an error code 101 whenever I try to submit a form, what does it mean and how can I fix...",App Support,Escalate,Medium,Neutral,13-12-2024 09:05,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,311
T17798,Do you offer services in the London region or only nationally? I am checking availability.,Do you offer services in the London region or only nationally? I am checking availability.,General Queries,Resolve at L1,Low,Neutral,27-03-2024 05:23,Provided link to pricing page. Confirmed service availability in their city.,1001
T17865,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Resolve at L1,Low,Neutral,13-02-2024 22:51,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,986
T16644,Do you offer services in the New York region or only nationally? I am checking availability.,Do you offer services in the New York region or only nationally? I am checking availability.,General Queries,Escalate,Low,Negative,29-07-2024 08:15,Customer is a high-value lead demanding immediate quote. Assign to VP of Sales.,1122
T11437,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Billing,Resolve at L1,Low,Neutral,06-11-2024 08:29,Updated credit card details on file. Confirmed next payment date. Closed issue.,1179
T19168,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,21-05-2024 21:56,Answered question about operating hours. Closed ticket.,1356
T12005,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,App Support,Follow-Up,Medium,Neutral,05-01-2024 05:12,Cannot replicate user reported issue. Requested screen recording from customer.,255
T14757,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Resolve at L1,High,Neutral,03-06-2024 15:02,Provided link to pricing page. Confirmed service availability in their city.,92
T13615,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,App Support,Escalate,Medium,Neutral,18-04-2024 17:50,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,277
T11665,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Follow-Up,Low,Negative,20-09-2024 19:41,Awaiting confirmation of address change from validation team. Contact customer for documentation.,1144
T12065,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Escalate,Low,Negative,10-12-2024 17:54,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,956
T15876,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Follow-Up,Low,Positive,28-10-2024 20:07,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,1115
T12215,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Escalate,Low,Negative,30-12-2024 19:51,Urgent: Customer reported double-charge resulting in overdraft. Immediately initiate full refund process and notify finance department.,1154
T18810,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Resolve at L1,High,Negative,28-07-2024 14:14,Sent detailed steps for clearing cache and cookies. Advised customer to restart application.,348
T12989,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Follow-Up,High,Negative,25-10-2024 16:39,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,60
T12589,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Resolve at L1,Medium,Negative,27-04-2024 10:49,Confirmed feature is deprecated. Directed customer to the new equivalent feature.,333
T14158,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Escalate,Low,Negative,15-04-2024 03:12,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,990
