Ticket ID,Customer Query,Summary,Assigned Department,Action Type,Priority,Sentiment,Timestamp,Resolution_Steps,Resolution_Time_Actual,Complexity_Score
T18698,"My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon as possible.","My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon a...",Billing,Escalate,Medium,Negative,28-01-2024 16:18,Urgent: Customer reported double-charge resulting in overdraft. Immediately initiate full refund process and notify finance department.,326,6
T17234,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,High,Negative,20-11-2024 16:01,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,98,5
T18693,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,29-07-2024 06:41,Answered question about operating hours. Closed ticket.,1019,5
T13471,"My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon as possible.","My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon a...",Billing,Resolve at L1,Low,Negative,14-03-2024 12:04,Updated credit card details on file. Confirmed next payment date. Closed issue.,1037,6
T19575,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,App Support,Escalate,High,Neutral,17-02-2024 23:36,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,71,5
T13677,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,High,Positive,28-04-2024 07:51,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,47,6
T11261,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Follow-Up,High,Negative,27-04-2024 07:31,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,63,9
T12554,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Escalate,Medium,Negative,20-01-2024 03:18,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,446,9
T14908,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Escalate,Low,Positive,08-09-2024 03:09,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,1198,6
T14140,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Resolve at L1,Medium,Neutral,02-04-2024 02:45,Answered question about operating hours. Closed ticket.,390,2
T10529,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Follow-Up,Medium,Negative,01-09-2024 18:11,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,338,9
T10200,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Medium,Positive,18-01-2024 01:59,Completed name change on account profile. Sent confirmation email.,434,6
T16363,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Escalate,High,Negative,25-12-2024 13:58,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,115,9
T16496,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Follow-Up,Medium,Negative,25-08-2024 23:01,Cannot replicate user reported issue. Requested screen recording from customer.,424,9
T11226,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Escalate,Medium,Negative,22-02-2024 15:37,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,326,9
T19901,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Resolve at L1,Low,Neutral,31-05-2024 07:03,Completed name change on account profile. Sent confirmation email.,1032,6
T13195,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Follow-Up,Low,Positive,25-04-2024 17:12,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",1239,6
T13646,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,10-04-2024 21:57,Provided link to pricing page. Confirmed service availability in their city.,1135,5
T19529,"My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon as possible.","My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon a...",Billing,Follow-Up,Medium,Negative,20-02-2024 08:03,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,336,6
T14276,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Billing,Follow-Up,High,Neutral,05-09-2024 21:54,Awaiting confirmation of address change from validation team. Contact customer for documentation.,52,5
T14610,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Resolve at L1,Medium,Positive,09-06-2024 07:52,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,456,5
T16244,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,App Support,Follow-Up,Medium,Neutral,20-06-2024 17:11,Cannot replicate user reported issue. Requested screen recording from customer.,520,5
T17465,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Follow-Up,Low,Negative,26-01-2024 00:06,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",845,9
T18604,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Escalate,Low,Positive,23-12-2024 20:10,Customer is a high-value lead demanding immediate quote. Assign to VP of Sales.,1077,5
T13492,I need help configuring my email client with your server settings. Can you provide the detailed guide?,I need help configuring my email client with your server settings. Can you provide the detailed guid...,Technical Support,Resolve at L1,High,Neutral,08-11-2024 11:31,Sent detailed steps for clearing cache and cookies. Advised customer to restart application.,72,5
T14548,What are the recommended port forwarding settings for my new router so I can configure my devices correctly?,What are the recommended port forwarding settings for my new router so I can configure my devices co...,Technical Support,Escalate,High,Neutral,17-05-2024 09:46,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,100,6
T15513,What are the recommended port forwarding settings for my new router so I can configure my devices correctly?,What are the recommended port forwarding settings for my new router so I can configure my devices co...,Technical Support,Escalate,High,Neutral,26-02-2024 04:51,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,73,6
T16424,"**CRITICAL SYSTEM EMERGENCY**: Server connection failure threatens entire operation, immediate resolution imperative to prevent catastrophic downtime.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Escalate,High,Negative,02-08-2024 03:04,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,350,9
T19934,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Escalate,Medium,Negative,30-10-2024 00:51,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,404,9
T10521,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Escalate,Medium,Negative,16-11-2024 21:28,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,329,9
T15430,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Follow-Up,High,Negative,03-01-2024 11:20,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,94,9
T15351,I want to cancel my subscription immediately. I've had a terrible experience with your service and customer care.,I want to cancel my subscription immediately. I've had a terrible experience with your service and c...,Account Management,Resolve at L1,Low,Negative,05-10-2024 11:13,Completed name change on account profile. Sent confirmation email.,833,9
T14689,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Follow-Up,Low,Positive,21-05-2024 20:56,Awaiting confirmation of address change from validation team. Contact customer for documentation.,1159,5
T16380,I want to cancel my subscription immediately. I've had a terrible experience with your service and customer care.,I want to cancel my subscription immediately. I've had a terrible experience with your service and c...,Account Management,Follow-Up,Low,Negative,05-01-2024 16:13,Sent required documentation for plan upgrade. Follow up in 48 hours if forms are not returned.,1266,9
T16993,I need a detailed copy of my invoice for the month of July.,I need a detailed copy of my invoice for the month of July.,Billing,Resolve at L1,Medium,Neutral,04-07-2024 06:24,Updated credit card details on file. Confirmed next payment date. Closed issue.,342,5
T14898,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Resolve at L1,Low,Positive,05-10-2024 17:55,Checked plan details and billing cycle. Explained fee structure. No further action required.,1087,5
T19052,I want to cancel my subscription immediately. I've had a terrible experience with your service and customer care.,I want to cancel my subscription immediately. I've had a terrible experience with your service and c...,Account Management,Escalate,Medium,Negative,07-02-2024 13:27,Customer is cancelling and requesting full data deletion under GDPR. Route to Legal and Data Compliance team immediately.,303,6
T11426,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Escalate,High,Negative,26-12-2024 07:37,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,82,9
T13530,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Resolve at L1,Medium,Negative,25-01-2024 19:12,Checked plan details and billing cycle. Explained fee structure. No further action required.,389,6
T18261,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,04-09-2024 11:18,Provided link to pricing page. Confirmed service availability in their city.,1175,5
T19131,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Escalate,High,Positive,10-11-2024 04:42,Customer is cancelling and requesting full data deletion under GDPR. Route to Legal and Data Compliance team immediately.,54,6
T17155,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent support and quick response.,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent supp...,Technical Support,Escalate,Medium,Positive,25-09-2024 08:47,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,339,6
T19831,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,High,Positive,14-05-2024 00:28,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,91,5
T19497,I am frustrated I can't find clear pricing information on your website. This is poor transparency.,I am frustrated I can't find clear pricing information on your website. This is poor transparency.,General Queries,Follow-Up,Low,Negative,20-12-2024 00:26,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,1072,6
T17810,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Escalate,Low,Neutral,20-01-2024 15:22,Customer is a high-value lead demanding immediate quote. Assign to VP of Sales.,898,2
T11236,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Resolve at L1,Medium,Negative,08-09-2024 01:17,Updated credit card details on file. Confirmed next payment date. Closed issue.,403,6
T12659,I need to pause my subscription for three months due to travel. What is the procedure for this request?,I need to pause my subscription for three months due to travel. What is the procedure for this reque...,Account Management,Resolve at L1,Low,Neutral,01-01-2024 15:02,Completed name change on account profile. Sent confirmation email.,1223,5
T10727,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Escalate,Medium,Negative,21-07-2024 10:14,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,400,9
T16890,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,App Support,Resolve at L1,Medium,Neutral,01-04-2024 00:23,Confirmed feature is deprecated. Directed customer to the new equivalent feature.,360,5
T18447,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Escalate,Medium,Negative,12-02-2024 16:18,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,428,9
T10391,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Escalate,High,Positive,09-05-2024 15:42,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,59,6
T13778,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Escalate,Medium,Negative,26-11-2024 23:59,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,319,9
T14480,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Escalate,Medium,Positive,08-06-2024 16:34,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,385,6
T10083,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent support and quick response.,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent supp...,Technical Support,Resolve at L1,Medium,Positive,20-12-2024 11:37,Sent detailed steps for clearing cache and cookies. Advised customer to restart application.,418,6
T13017,I need a detailed copy of my invoice for the month of September.,I need a detailed copy of my invoice for the month of September.,Billing,Resolve at L1,High,Neutral,21-09-2024 22:24,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,55,5
T16178,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Resolve at L1,High,Negative,01-05-2024 16:25,Updated credit card details on file. Confirmed next payment date. Closed issue.,48,6
T10717,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Follow-Up,Medium,Neutral,10-09-2024 20:52,Sent required documentation for plan upgrade. Follow up in 48 hours if forms are not returned.,401,6
T18457,"The app shows an error code 101 whenever I try to submit a form, what does it mean and how can I fix it?","The app shows an error code 101 whenever I try to submit a form, what does it mean and how can I fix...",App Support,Escalate,High,Neutral,06-08-2024 20:32,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,71,6
T12732,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Follow-Up,Medium,Negative,11-02-2024 12:38,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",357,9
T13933,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Escalate,Medium,Positive,01-03-2024 05:33,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,326,6
T19147,I need a detailed copy of my invoice for the month of March.,I need a detailed copy of my invoice for the month of March.,Billing,Follow-Up,Low,Neutral,30-12-2024 09:58,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,957,6
T13595,Do you offer services in the Tokyo region or only nationally? I am checking availability.,Do you offer services in the Tokyo region or only nationally? I am checking availability.,General Queries,Resolve at L1,Low,Neutral,13-10-2024 17:48,Answered question about operating hours. Closed ticket.,1125,5
T15989,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Escalate,High,Positive,19-04-2024 12:16,Customer is cancelling and requesting full data deletion under GDPR. Route to Legal and Data Compliance team immediately.,94,5
T16437,I need a detailed copy of my invoice for the month of May.,I need a detailed copy of my invoice for the month of May.,Billing,Follow-Up,Low,Neutral,10-11-2024 01:15,Awaiting confirmation of address change from validation team. Contact customer for documentation.,939,5
T11081,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,07-10-2024 10:20,Provided link to pricing page. Confirmed service availability in their city.,1334,6
T18754,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Negative,17-09-2024 22:14,Provided link to pricing page. Confirmed service availability in their city.,1114,6
T11316,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Escalate,Low,Positive,02-10-2024 01:13,Customer is a high-value lead demanding immediate quote. Assign to VP of Sales.,795,5
T10615,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Resolve at L1,Low,Neutral,20-10-2024 12:06,Completed name change on account profile. Sent confirmation email.,1258,6
T14316,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Billing,Resolve at L1,Low,Neutral,17-12-2024 11:10,Updated credit card details on file. Confirmed next payment date. Closed issue.,912,5
T17867,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent support and quick response.,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent supp...,Technical Support,Follow-Up,Medium,Positive,11-10-2024 19:32,Ran remote diagnostic on connection status. Found intermittent signal loss; scheduled Tier 2 engineer callback.,359,6
T17338,I need a detailed copy of my invoice for the month of January.,I need a detailed copy of my invoice for the month of January.,Billing,Resolve at L1,High,Neutral,20-10-2024 14:29,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,66,5
T17495,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Escalate,High,Negative,16-07-2024 10:55,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,93,9
T17114,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Escalate,High,Positive,31-07-2024 23:48,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,77,6
T19616,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Escalate,Low,Negative,03-09-2024 17:49,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,979,9
T17063,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Escalate,Medium,Negative,25-03-2024 16:47,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,375,9
T16695,I need help configuring my email client with your server settings. Can you provide the detailed guide?,I need help configuring my email client with your server settings. Can you provide the detailed guid...,Technical Support,Escalate,High,Neutral,07-08-2024 16:11,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,50,5
T10202,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Escalate,Low,Positive,29-08-2024 00:46,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,1254,6
T14775,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent support and quick response.,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent supp...,Technical Support,Escalate,High,Negative,26-09-2024 15:49,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,63,6
T11559,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Escalate,High,Negative,30-10-2024 11:45,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,69,9
T16399,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,App Support,Follow-Up,Medium,Neutral,09-04-2024 07:07,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",342,5
T19338,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Escalate,High,Negative,08-10-2024 12:17,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,61,9
T18077,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Follow-Up,Low,Negative,22-06-2024 03:36,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,941,2
T17852,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Escalate,Low,Negative,11-07-2024 02:32,Customer is cancelling and requesting full data deletion under GDPR. Route to Legal and Data Compliance team immediately.,1159,5
T13468,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent support and quick response.,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent supp...,Technical Support,Resolve at L1,High,Positive,27-05-2024 03:50,Sent detailed steps for clearing cache and cookies. Advised customer to restart application.,98,6
T11389,I was overcharged by $457 this month. I need a refund immediately.,I was overcharged by $457 this month. I need a refund immediately.,Billing,Resolve at L1,Low,Negative,19-07-2024 04:56,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,1158,6
T18835,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Resolve at L1,Medium,Positive,23-07-2024 07:45,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,507,5
T19047,Do you offer services in the Tokyo region or only nationally? I am checking availability.,Do you offer services in the Tokyo region or only nationally? I am checking availability.,General Queries,Escalate,Low,Neutral,20-05-2024 10:22,Customer is a high-value lead demanding immediate quote. Assign to VP of Sales.,1250,5
T11860,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Escalate,Medium,Negative,24-03-2024 22:20,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,263,9
T13899,I need help configuring my email client with your server settings. Can you provide the detailed guide?,I need help configuring my email client with your server settings. Can you provide the detailed guid...,Technical Support,Escalate,Medium,Neutral,04-01-2024 06:51,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,431,6
T19722,"My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon as possible.","My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon a...",Billing,Follow-Up,High,Negative,25-11-2024 20:45,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,76,6
T19496,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Resolve at L1,Low,Neutral,08-10-2024 03:09,Answered question about operating hours. Closed ticket.,1060,3
T19089,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,03-11-2024 06:22,Answered question about operating hours. Closed ticket.,960,6
T13732,"The app shows an error code 403 whenever I try to submit a form, what does it mean and how can I fix it?","The app shows an error code 403 whenever I try to submit a form, what does it mean and how can I fix...",App Support,Escalate,Low,Neutral,27-10-2024 23:48,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,1124,6
T14152,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Escalate,High,Negative,01-09-2024 18:07,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,102,9
T17082,"The app shows an error code 403 whenever I try to submit a form, what does it mean and how can I fix it?","The app shows an error code 403 whenever I try to submit a form, what does it mean and how can I fix...",App Support,Follow-Up,High,Neutral,10-10-2024 20:55,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",53,6
T10865,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Follow-Up,Low,Negative,05-08-2024 03:07,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,1001,3
T17288,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Follow-Up,Low,Positive,26-04-2024 02:09,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,1105,5
T16341,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent support and quick response.,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent supp...,Technical Support,Follow-Up,Low,Positive,11-01-2024 14:25,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,1291,5
T12193,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Escalate,Low,Neutral,22-03-2024 01:21,Customer is a high-value lead demanding immediate quote. Assign to VP of Sales.,1019,2
T15127,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Escalate,Low,Positive,10-08-2024 14:32,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,1252,6
T16086,"The app shows an error code 403 whenever I try to submit a form, what does it mean and how can I fix it?","The app shows an error code 403 whenever I try to submit a form, what does it mean and how can I fix...",App Support,Follow-Up,High,Neutral,12-02-2024 10:44,Cannot replicate user reported issue. Requested screen recording from customer.,109,6
T17114,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Escalate,High,Positive,31-07-2024 23:48,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,45,6
T10303,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Follow-Up,Medium,Negative,20-11-2024 19:36,Cannot replicate user reported issue. Requested screen recording from customer.,360,9
T16347,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent support and quick response.,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent supp...,Technical Support,Resolve at L1,Medium,Positive,04-03-2024 19:27,Sent detailed steps for clearing cache and cookies. Advised customer to restart application.,376,6
T11553,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Low,Positive,18-06-2024 11:25,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,879,6
T19657,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Resolve at L1,Low,Neutral,24-10-2024 20:54,Answered question about operating hours. Closed ticket.,972,2
